x,y,z
320.29281638647154,382.2477434563445,a
288.55785074699577,390.5641189865924,a
289.7698099932658,382.9065968466827,a
344.30306503677537,414.6079911489918,a
287.4187242492517,446.11770225982747,a
253.81038214795979,417.8818353474594,a
285.0230128488902,404.2166465263063,a
268.6402560023526,429.4906942314257,a
283.23589573283033,422.4718911082725,a
292.87759190348004,421.08640546195795,a
315.63360332535007,396.1477975545656,a
347.1283394790476,393.5834607453973,a
285.0635201667898,408.6023707016877,a
328.97270840087504,414.29807800059586,a
324.8138990975518,386.6647272755731,a
380.7047968569149,383.1617292551367,a
310.85218579834236,413.65351633280903,a
298.03987260304,370.4808055115983,a
301.9290594430934,430.8241864056838,a
292.5824598764054,361.103255397735,a
357.5200897414348,406.5478842672675,a
343.1884593141432,342.1765371079322,a
290.76777161736595,366.81294325842583,a
295.9587715600004,375.49124786894663,a
299.1302456519527,403.1505828782071,a
325.8632655571049,367.8681803910363,a
345.57825613614136,430.87955459453724,a
320.2718499457196,407.4436729344869,a
272.9253817724419,386.5338852471659,a
288.9650589958269,396.0304910613537,a
298.1129406002389,385.18745210579317,a
293.3277885660509,414.460918795985,a
261.26486603432716,408.2821537138676,a
252.162005679094,419.733169339672,a
282.65024537272024,379.2523107083394,a
281.22753742579476,411.42360027584937,a
264.31522563453245,371.50345378678264,a
277.03233700630415,330.7906867258962,a
232.99590300534544,383.91009463259206,a
264.16658530308666,345.7266937973701,a
273.10505428799314,372.11105080205425,a
256.0878396572273,330.22554889993137,a
266.04185006702147,356.5942319742628,a
319.49010193047184,359.5191445240377,a
255.12886483715678,404.71544766936614,a
216.03940552010567,373.584036591153,a
269.6865241814835,394.30125545082177,a
237.64964586239148,352.52545107303376,a
258.92681469509336,354.6367697170367,a
226.62677361588075,352.00418103193147,a
217.21475867964057,342.32954957410584,a
137.04244016941252,339.6491906642426,a
163.08047843335137,292.46139255976595,a
128.4604543048023,313.42123785684305,a
158.76945426528863,300.60674122992964,a
180.31451714830226,339.01388709236824,a
178.10651337756838,300.1724096742338,a
166.40205923571125,319.8983521942364,a
221.00375570400763,355.5652755542445,a
210.32610806600064,290.7517743479621,a
250.37487951453232,265.9684404998486,a
218.62742090873678,259.2975671294581,a
186.08386181655163,309.8594568387655,a
204.18517153612066,350.7968470742822,a
229.96227904429014,336.6822670985954,a
205.5857020963259,318.00318652577266,a
178.27483943989554,345.2209188779532,a
227.8809084360785,342.80742180022196,a
208.9826181536807,327.96391130500433,a
256.4679769990696,321.0525091239764,a
190.06967877452814,316.70850866121503,a
213.82657208684782,323.7520834095941,a
218.57053049197384,286.4906517050255,a
194.73281422923606,291.78786685909597,a
239.25050286455217,303.94019180541295,a
235.98081145402935,339.0743746184606,a
265.0351036516501,272.2126336678907,a
222.92209543553733,287.74050127928246,a
215.99073190722078,338.91094164374476,a
220.1285048411228,273.00834631478494,a
207.58679762582938,321.4717240870729,a
176.86642947327226,331.0111056116229,a
248.66770605777765,274.0010023062277,a
225.41852027170904,348.7729450704785,a
213.6497139741828,354.5604671777687,a
268.2396125445151,306.5760306910969,a
238.85503586776088,324.2904947832734,a
218.15823939681187,312.35287765860284,a
184.79281584664085,326.24043137953913,a
222.9066826900617,282.9869293223746,a
239.7774790064384,315.2311290257162,a
285.835553267917,324.3815225820563,a
260.4146708137239,296.5762932079653,a
307.137931051219,282.81966153505846,a
365.95375090677646,289.8362978993632,a
297.12124240546336,309.5619697034772,a
364.7877120612591,305.4054920568826,a
311.71033820466,304.6389220091023,a
352.30150251951414,346.7327175631056,a
312.40215772956526,340.8995675815959,a
316.4679736319417,347.1929578100915,a
313.3761696103675,326.9865602912213,a
325.34388909613597,328.76766290255694,a
357.8163819959424,394.5616481460539,a
344.84137986480187,404.51678617792413,a
357.62332538250257,328.22800982314465,a
273.3325409111979,345.63046862497606,a
301.48987180477974,323.170658170195,a
272.1642239334364,307.9116801958597,a
321.5666029941976,374.67169589052213,a
311.0659927834278,349.6316372306398,a
293.0632268200128,330.40317105809737,a
334.50268711067076,335.21138068236115,a
315.8393510069299,349.3641760148646,a
303.84352779031747,316.5690925808668,a
289.3140544573479,350.64593632325017,a
313.1293495733768,318.4985093995241,a
309.1501106972023,329.1121048830109,a
307.39353183182993,340.38020057278004,a
272.6429222894375,364.6586949808179,a
317.70967016253456,308.3089997595333,a
296.69570956898673,335.3239270017333,a
296.05122062445264,305.1029181058499,a
290.63971259806357,302.3179132777585,a
309.86337155839016,330.19808028149316,a
286.8375722774101,355.16971616146293,a
268.4781389502553,283.09997321682215,a
299.98830284260447,292.0271424041543,a
256.7283112766893,328.0286698988786,a
319.19992156592537,295.97494936340695,a
254.55028582099013,293.0052875386054,a
272.2550484289872,308.47920269045414,a
324.9497585647288,256.58024490613786,a
256.8345261709929,291.115760528342,a
306.2684947457522,261.90423014585883,a
320.8523615139533,273.4811912770534,a
361.8651918989294,291.2023825684548,a
335.3313200289209,283.6433289277889,a
263.810107313427,286.7744267053328,a
311.1271560526974,285.5923824331835,a
310.452653655793,319.55414875956285,a
321.7362041358918,339.5833563398691,a
308.38622050437334,290.06180691964016,a
334.2177850172305,284.57272850592733,a
317.1963562741267,313.59752837464924,a
267.6440016491989,332.42536515267875,a
321.0626512224438,259.8252589223733,a
281.5647328081948,284.26178119139786,a
321.27903588334095,315.1111170216483,a
334.71849919447254,271.61947967439005,a
367.2355723908188,283.42871097928025,a
309.14900320910203,325.62624930054005,a
282.4374242113723,299.3405119336095,a
284.9110782862062,310.3976341938476,a
346.5775088803578,322.2045392394167,a
316.87865536275154,365.8621497321019,a
274.1246364801709,316.1745002950905,a
324.63034692972445,326.12092376218345,a
299.88021779617907,318.6843964796109,a
347.50855539676087,350.3584657748223,a
354.60375317866686,328.6132619906483,a
345.32321511220084,370.9034841163034,a
342.9039863466923,343.75578659762317,a
375.4320073383492,364.2745920684407,a
346.1677445962979,382.51307696267986,a
335.78403244131283,364.2098061207869,a
354.0568062047993,376.56695046846676,a
347.3117907610575,367.44750291276165,a
351.2629875674021,364.3974358848071,a
314.5364496147018,360.7336385798375,a
356.20466472053363,352.5553354234259,a
346.89439387436653,327.09633806696445,a
363.647203911323,336.6555845164614,a
340.442052685531,295.93502634311756,a
350.41898816931797,340.23886121993564,a
390.8316614924996,346.316962951753,a
345.08119746914156,364.2790842438186,a
341.0756584360222,354.4981849285415,a
351.55980538274724,307.091778536167,a
329.21815393482007,323.42560856305556,a
336.9950609075636,319.0457017789711,a
351.7590382819456,367.521235494881,a
418.70593860988475,317.5315091255812,a
428.57661996123,392.5781171963596,a
350.16097368264235,304.55796286226354,a
377.42441193617054,339.79959322951163,a
371.26536924092545,327.2843148321085,a
341.2818620413232,299.8131011072636,a
363.0498514638026,357.8034059319889,a
420.72284737521306,294.27983845038136,a
369.6312781123635,330.9001883090052,a
356.08750769511124,298.8199011886487,a
302.57704052283526,235.65636708009288,a
347.2389522237042,322.57592081242126,a
353.4739373915162,319.9475343278302,a
336.3572475950353,334.6329378059545,a
361.0760754749244,321.18905442278447,a
373.99294867358446,303.5605588962484,a
332.3472946929777,333.4958349809424,a
321.53843489642793,357.4557443161238,a
384.6922801868692,311.50810307678245,a
323.23489163083116,320.8213445118736,a
313.9379241526712,286.89927553283917,a
340.06033797849665,281.2324169885052,a
369.81693753645726,275.2193747783448,a
285.3044041731457,277.67701118674233,a
320.7847195314463,301.6309087124213,a
299.54057716060566,299.04541537321757,a
308.32404921540615,263.146305812287,a
295.95719895476134,312.8606928848517,a
308.5515771110484,306.7843731066246,a
280.8491905135333,259.0884943802369,a
273.5113399701788,343.33096664283687,a
315.04929085801535,314.71268581167055,a
319.4137089081666,270.8941318139109,a
308.5058924978191,275.7937440127224,a
305.12221419794037,279.0630511174214,a
284.58216248318746,303.5457952173795,a
281.3983568844404,308.6622988456335,a
308.89768601713996,314.3155457635638,a
301.4225776845879,316.92690512926697,a
277.3829196482173,321.1974281344211,a
266.9145424174467,234.56083613493962,a
295.32797010939345,351.98654009119565,a
306.17142613814644,262.2695876517221,a
263.18482682910985,265.83182866098775,a
326.33923834936513,284.8645787144662,a
226.0348537797824,219.10862149022313,a
288.45520900434644,255.35126229406987,a
332.7974980837415,325.3150918607245,a
274.85763494745703,273.10523200773713,a
267.60489528588545,252.95308718379124,a
294.9418131371311,261.5290383105405,a
414.7666788900935,238.64330101734134,b
425.09241173974635,214.7344274684263,b
379.19491977992976,187.86407524409083,b
336.42364015280964,205.23810661697723,b
370.0066613660479,223.25901348600394,b
406.87154981611496,220.29799951206638,b
303.4213819496645,226.33953331073076,b
356.64236486842333,218.6117339129446,b
382.52716917963363,228.38412559732006,b
322.1491475063758,210.96328314852246,b
354.8719234700924,192.73749534758775,b
364.0651581590346,267.9595721763045,b
353.99373300497496,262.98771064948403,b
322.7512957191594,232.98748555248346,b
379.583563400674,244.80180376431144,b
352.26562108787397,288.35468695593266,b
384.93756927024714,285.7307690396274,b
340.21687518396425,242.20484154713137,b
397.3042048195367,301.22749819065916,b
363.7992651302349,223.24514097338778,b
417.5778746620889,205.03351677194365,b
344.1049132557509,260.2065326085819,b
357.2384594690089,248.68324194102055,b
349.540237767408,290.816838033094,b
327.99605212950735,285.1759312249269,b
343.59875791700483,261.90410030803616,b
319.09381587536654,296.4355209958858,b
332.54635728350183,277.89848193848707,b
296.4838349934697,285.9268780887759,b
352.87602299495114,243.64999349974107,b
280.55561954343597,278.1117832187994,b
329.82843994598903,244.16815031366804,b
284.53241957227317,226.6949499396835,b
353.8235586638084,289.5839645809533,b
303.32148820172654,292.06392507869543,b
271.4424532141167,339.66134307442564,b
291.18263283848853,273.68292293610165,b
313.9878968494224,346.83760570959055,b
313.5806451155958,337.8944946385661,b
302.6029818282423,323.57579431001545,b
368.1824680179224,292.41201925402953,b
314.1857438291147,248.57897698509322,b
316.14027860782465,331.34174313618234,b
338.14505182583207,265.4736150474597,b
289.48563771623805,343.4330244509512,b
310.4742046544673,302.8686072881519,b
284.7647273591514,333.1319557225661,b
273.820668622542,251.23337160369144,b
313.88952914199024,232.5266793838145,b
268.4958568336837,305.54419098168944,b
287.84995464328046,287.2636289600175,b
336.34408806670945,227.39514839606124,b
317.03262823019475,274.4839801447529,b
357.5576472720035,282.3311408911669,b
326.1188686022689,310.3290247719615,b
341.3451607834967,332.990578328241,b
319.2790847517053,306.8198000574376,b
298.99799468102265,271.52945132176467,b
359.85817676883005,271.22863512119767,b
342.3316229618533,292.1634229213232,b
284.50385949761875,300.14831100062224,b
283.3707361323614,277.5535995450979,b
255.28686273195422,242.57827189988188,b
252.30498048358632,303.21174030817576,b
281.79386300438904,268.80102074313163,b
282.91833047311013,256.5513914369671,b
238.41778708384604,207.63838049391046,b
270.2329699043494,277.44031424470194,b
249.80342363408232,283.68013508773424,b
252.86382881467242,244.9656752216692,b
258.30504766135033,236.16236150313114,b
253.14211205847195,286.12176993293735,b
281.10969496539605,287.70161403192486,b
288.50508588367506,299.93568587828776,b
258.90237323696965,267.34212753078,b
302.86371613343636,282.24330607198453,b
270.484000059872,287.0236380083784,b
242.92585584860586,267.9078154572375,b
305.56921416947273,317.2389022435102,b
298.9258565412654,248.37941051668085,b
229.23647811223574,293.8347644162803,b
322.0815872480568,289.5119227598643,b
271.4923260650304,315.5578062788398,b
272.86506786233326,304.08220411968455,b
302.00677291501904,346.08106437208437,b
286.7416314217092,331.0527795583886,b
276.7174565503763,302.37123399850384,b
285.1604403202073,294.9608225438791,b
312.13427253138434,278.7824873887413,b
280.5558320008916,319.9055597077929,b
283.04539443387534,328.13654172270105,b
334.3012571780935,306.0149936483683,b
332.10155190426894,271.33241556541975,b
303.1489946544076,316.9193705212665,b
346.260223752586,289.71735731625296,b
292.3600598347677,275.0550844797396,b
335.6253887986718,310.7765791267277,b
314.9273688928763,242.95249205683092,b
306.28074588415956,311.29915926727307,b
355.35080838812814,276.83894981044034,b
322.91025070028826,296.25129202338803,b
321.0062665124378,297.7108415378308,b
329.4694909398995,309.0957013627284,b
384.16955255268886,348.20066009993957,b
356.6973642810816,313.3298980785131,b
348.370461147401,284.37746576785435,b
340.1406347917288,333.73025937562886,b
307.82384543711623,379.61493334817294,b
412.59929231821775,325.3069890985514,b
348.649721384201,309.4893827991665,b
350.19177285450127,375.7246957508798,b
343.20985355911694,347.00663633429343,b
339.06433511118814,331.8626640458058,b
360.95092036910285,314.6525640970706,b
364.3484960517107,342.6125283229237,b
387.56383679303343,369.1014573354068,b
368.11798973812995,319.16872211967734,b
353.23860627310324,320.9676749808039,b
361.2182847381508,313.984637730205,b
315.45642605564217,343.74153245791103,b
363.0146946787852,331.46446973991715,b
384.72169894584897,338.508145504688,b
329.1366273437245,348.5899672965352,b
362.5701795711233,362.9849748244678,b
385.56278462779517,352.20315705415675,b
362.765936146394,335.7553999922354,b
421.87868420424223,295.1414725345677,b
371.30387065676666,346.0507935622351,b
388.10653257076416,361.6649397411088,b
383.92710026426215,303.70976233827867,b
403.4443060973541,323.7715102726675,b
390.0682789369726,313.7212471686338,b
365.710066963001,350.5024279184123,b
373.29032069143193,324.68512817810495,b
430.00821703803547,296.1777246332839,b
363.943602890733,333.2314653361192,b
423.63462856637926,344.48959043361367,b
451.1369458213556,294.5810470774676,b
386.211819824156,340.6797133891285,b
427.7231677236284,315.57833730154664,b
424.64190626837564,283.38007427466175,b
398.45221433643,330.6219693098976,b
403.7969361235029,288.8561299385913,b
403.5200981534728,278.2674718643698,b
368.10781438393644,310.0011556973657,b
408.7737925198163,318.9273327377894,b
397.1402271119331,318.9215175408963,b
390.48345620902785,314.4855152376341,b
369.4507489542997,324.0756882336416,b
425.8361675589172,287.19580227420374,b
410.1076404280477,321.1396729991615,b
387.70306080229904,291.9112794251989,b
361.47348171324245,225.85973152212011,b
397.81623938891124,311.59600134062873,b
418.4949011365526,271.3705483274356,b
368.37865039636677,273.44736572157865,b
406.3880519618164,269.9641829899783,b
420.3193724673688,298.6114760596372,b
399.6200396712429,293.90328767731717,b
406.7943723528047,282.64001156614347,b
440.0992905080385,282.8604745498451,b
446.55414860910776,306.87933397283086,b
458.1384124511208,302.5774527305058,b
424.2744200317123,269.62935968350246,b
419.46168505161467,306.17957677426483,b
393.41368997166853,264.18331512480506,b
431.2097519355685,220.48516740200694,b
369.56789533979514,252.41145196338928,b
413.892960518678,242.95760987834188,b
375.1608569743385,271.9122910069308,b
412.12699422319514,228.10714852897394,b
416.3592380181087,279.130903116785,b
437.9865706271752,270.35708329368754,b
418.25020031733254,270.327500209463,b
433.15337227540095,306.0075431760821,b
428.29351360583905,279.9611581210763,b
400.29976665929985,251.13456978793573,b
390.61503746952053,270.2131730265553,b
471.94602132225646,242.92863084235802,b
409.05587869923517,259.7194322236717,b
439.2472368170954,240.58322322286455,b
429.0937398891521,248.1689956434103,b
447.30286291210194,269.5324716762701,b
472.6326111816581,271.3510660685063,b
472.83134948606653,243.29537953465336,b
458.6814069000894,274.29356294796173,b
429.91127800370714,295.7012729238775,b
379.36824625515357,224.01364274270202,b
436.81870835220127,259.9560338050661,b
418.0876742457362,259.3755326763735,b
454.5631575934942,254.85781927883716,b
407.17302287044,230.35069619878107,b
429.61726894124183,245.96312446436716,b
426.13282082477014,305.78384289921974,b
450.90335715452585,246.73620779054713,b
452.51464956221434,227.12517911723972,b
471.2811319065743,287.6187008914938,b
431.1801057502895,267.5235358653097,b
465.41070135448985,264.6579669176998,b
400.0076121615755,254.37599082109134,b
477.36301834429065,225.8458308939929,b
440.3176703182985,204.540152241962,b
437.88001647917196,236.37408643819026,b
376.02259670315,236.59076940909347,b
449.76660932317463,184.9096828406868,b
395.96357545007925,206.61477506012682,b
449.348186718343,273.33466703982873,b
428.1701231452578,221.46491251822664,b
442.6848729408204,201.22009630167196,b
374.114464825797,229.3034624387168,b
431.89299648049683,203.5255697347805,b
356.99709894174066,203.513254956501,b
374.7648366315059,250.6579075674843,b
418.5945636368979,204.68912954685993,b
373.1843711553834,233.17679630192737,b
349.2454205894547,174.90074483825282,b
381.5096710462896,239.33187843886554,b
351.1176290711193,225.8399366810135,b
383.79727334842204,190.24469719171196,b
325.78742842694874,224.09899728908687,b
372.2233596289387,183.51958762528358,b
366.79440742806526,218.21818236222867,b
356.6488420443254,204.37795804881057,b
361.86392547484445,260.473377898324,b
303.90908926313773,241.2767251413087,b
306.03787265500847,176.97948722426247,b
320.23434018392965,250.80954461124117,b
344.8164201234893,211.3183942420663,b
305.9092723136772,228.73114159481042,b
328.3674247750608,220.84403212203085,b
342.6523590536996,213.98518102985895,b
308.3427740711534,221.58895681646356,b
322.92593597153365,188.47853508948663,b
307.43917419995375,278.12768240635313,b
314.8459331592073,235.27025951415453,b
333.5881133042786,276.17413388696065,b
314.42662366266734,255.28593080470458,b
289.9613952903577,233.6139274581388,b
297.39988837249945,245.63872058045553,b
265.9378566828931,250.42345820835922,b
269.56135023713534,296.5171631231918,b
297.01017662352945,268.4627888404083,b
316.33511697902617,231.07050223572355,b
260.5870339300856,221.59018165701718,b
295.0108171432727,204.0826022289109,b
308.6614679856253,256.3770603483058,b
298.4094564848569,241.57287024926313,b
290.47586272159236,194.2084318938206,b
312.23359436681733,179.5468819024601,b
322.8848859201907,225.56224761602112,b
299.03758838641414,186.29173067154738,b
299.0113384061822,197.84184628814154,b
291.42038086755787,223.43736889533403,b
284.4950610325355,187.3399980885871,b
298.2061754280014,229.4735272426292,b
339.1346098169336,174.50347515901865,b
302.6833431310295,172.09092510590506,b
316.1646574590245,238.4743181442202,b
308.82808457746836,231.78227642680946,b
266.443549749811,169.71559664424308,b
295.5815535847629,163.23387446664236,b
372.89256253180685,202.20242340662674,b
335.8135998852915,156.64186173499678,b
360.3925576068505,241.88039537504778,b
345.4939843481362,188.85306903553976,b
300.7952995575098,204.03504622590697,b
381.0575719127371,188.78600003776648,b
414.9071344857516,166.04493218874353,b
370.58309796956956,267.7659883419791,b
333.87404504876105,230.4673432021608,b
364.2740855397706,196.86009262229362,b
395.7355225613486,197.03383325041352,b
383.8856630935588,253.52653890189123,b
291.42203507777117,146.65021384423358,b
336.1609054911645,186.5694201515691,b
345.2756236957786,226.51071706379736,b
344.7488076207679,178.81871453329734,b
307.13401555468533,207.17350609701435,b
339.51442709152445,160.04851952516447,b
335.02548869121347,215.41203567489276,b
368.37759992775307,161.63854849852288,b
341.27557020858063,192.77053618845497,b
351.8401840776405,256.84530586171564,b
321.57341645048666,220.59212904224734,b
304.02091454372504,248.54339066955572,b
304.79476062723774,191.42836021483288,b
301.48787072423755,238.40000835130803,b
261.5768282570136,186.19116220048465,b
279.5872476741934,213.27009705018565,b
248.05482499576044,242.5016294004451,b
302.599194495439,218.63959894554216,b
301.7174145151382,225.36241628365764,b
277.89295826962893,232.49516863216445,b
271.1055450249496,236.040754138049,b
316.19245733444376,289.023462728062,b
249.75041867472385,295.09286785456464,b
250.18873054268767,242.5946738999383,b
285.7669866889059,223.5132762186218,b
237.27387488205488,217.86585398034094,b
277.484802470846,268.43927514548477,b
278.60269821290757,249.77219354537198,b
263.83209430808296,286.02758841202615,b
255.51374474038283,288.8898034528704,b
239.75849066235304,303.3313830973917,b
276.20440733449624,219.90305831543128,b
220.465433708775,286.77025007603186,b
252.93321828319773,277.7459809648281,b
259.2583190489728,276.70725771403846,b
285.83315796271535,269.03672549873687,b
258.89508718987406,267.7011760821754,b
266.7432082601227,245.5080535680732,b
237.54817482934553,259.7396401401661,b
256.693014269085,274.80555927946233,b
227.98019521658642,279.0729256717742,b
266.682109500936,305.70159596425594,b
237.9495940467361,287.7359654823555,b
247.51501362194452,309.2354549063636,b
265.4644909240776,313.05476928401254,b
231.6808014189029,301.96153725789134,b
293.4069575733971,302.3752288628443,b
259.2033705000796,327.18279240156403,b
261.667814461323,271.71736625947847,b
271.04060351349904,351.63085303758567,b
293.648192505773,359.9913443381711,b
322.2928680148336,346.3906307452643,b
275.236249481754,317.2503664521921,b
264.4422384090151,378.3226977990039,b
291.62800512328874,360.9413900633049,b
292.06665068547477,337.859673961599,b
284.5480835686995,357.8696450304707,b
298.60813334756693,358.66186384909736,b
287.83316165802523,358.6382744289281,b
304.82093751601195,365.7269070635355,b
297.2100441614344,360.35716893473375,b
320.06056166220395,347.1571269620162,b
329.69602193140355,339.98292574298193,b
354.79422639943215,331.3404753209985,b
310.5069178841848,383.2270924638144,b
371.7199790706434,327.1195942370756,b
355.3094862788217,348.32404463612676,b
368.712918583718,320.6632882727298,b
368.86973296215945,392.2280116403816,b
378.03173759618613,358.1439068337048,b
370.9157054298375,373.1000305351612,b
433.30600885867443,350.36153738360923,b
342.52175482563587,342.4735438624747,b
391.74474089997045,400.35521651971106,b
327.1993936456323,351.50970901180267,b
334.6690176981284,340.91713395056536,b
360.7534574446156,362.9749968224282,b
341.0848637390222,312.6882575046636,b
376.96827680357933,365.9544638649637,b
336.06054063642796,397.33724147440813,b
417.8775195500873,379.92236819267225,b
387.75712486236216,390.8882010703257,b
362.6047522064891,322.51493049327354,b
360.0553951709006,380.90510790402396,b
424.0626238773913,356.7268740163739,b
396.4291920316651,353.24938624233107,b
383.6498292420262,370.27926989333235,b
368.21594158771006,324.2774648825854,b
357.98382943319825,327.20995402862934,b
381.7696998048844,321.8119820044483,b
453.19868537840387,367.69701298283246,b
437.1260646773789,356.5477827434493,b
350.1376313519379,347.18506063165756,b
392.9381165757034,332.8758936466821,b
351.3150489989468,347.62068760566183,b
398.4362304528712,355.1972001565108,b
406.66707076754676,321.8087168545071,b
425.8511335943452,323.5359781071405,b
388.16828317934977,300.58802491130336,b
401.9687489984336,303.3564979676613,b
411.02376644583114,327.5033633411593,b
436.87002058480965,324.44554220659006,b
391.97799082961166,296.88242835245546,b
396.4375469712367,319.16711211819756,b
391.0269230513747,360.6466693989292,b
354.5142121606379,345.56339179078884,b
418.2895490724711,293.4730162699875,b
413.27871091489146,295.95282635668366,b
386.0747984816959,391.9645063848619,b
456.79868456603356,319.7575666138075,b
385.66072195048133,341.9819884297078,b
429.59788879535193,325.69228101801616,b
450.185840315644,302.47038174657695,b
449.08659415351434,326.9394998499804,b
420.50195355176925,306.8478670408842,b
399.78973651247924,299.56353914088703,b
432.5566773714723,343.0302511781566,b
416.8434314843179,418.28022653806966,b
464.2376059213585,270.5365244348219,b
467.0806789811727,295.6711039036842,b
451.57998395008303,317.43259413570945,b
425.8082521295016,313.58297661239556,b
507.0596145553858,279.24802744272324,b
472.0298914188705,264.3281117953024,b
417.135423379804,309.60509480624023,b
473.82300446345016,265.87075554950354,b
394.08009417506685,294.52859412441336,b
435.76206289723274,297.89977849560546,b
484.81613556028265,307.953568667021,b
389.5878674160408,277.3040851319314,b
474.71912652287097,270.6042940628264,b
433.0137375209879,297.6553927627409,b
406.1889674765995,300.8269934129879,b
502.7117910246483,275.589556160597,b
446.83246204281915,264.11580572822004,b
428.75104749881143,266.10492357858436,b
458.90742972801723,282.6990511448509,b
440.1921361363212,247.92808229919547,b
442.82838353031167,275.9568728484507,b
465.3332524742343,268.44408167417146,b
441.4013007699092,209.1588658554286,b
402.27681483507365,234.81648499305464,b
400.574291961158,246.70075213191836,b
414.3177812516641,247.40442527624347,b
433.75657241728237,221.40306702540198,b
457.6839331422189,275.8510581819456,b
458.85322846621165,213.67059736790452,b
478.8201676194931,244.3007120860497,b
454.99279007895376,254.13184269078988,b
373.64308236555394,217.83530027138096,b
416.86381311264233,198.346558939913,b
443.45594603026103,180.71914899861508,b
419.75060656195166,201.3724118921944,b
